Wall time,Step,Value
1531136987.3794272,5,0.6967728734016418
1531137036.3763514,18,0.6963090896606445
1531137059.0991719,24,0.6960107684135437
1531137118.9871626,40,0.6944152116775513
1531137126.4397986,42,0.6933457255363464
1531137137.4323068,45,0.6915849447250366
1531137145.0069,47,0.689468264579773
1531137167.2670097,53,0.6622999310493469
1531137178.2795117,56,0.6390590667724609
1531137233.9435112,71,0.4348238408565521
1531137244.8700542,74,0.3784569203853607
1531137263.2202313,79,0.34175416827201843
1531137292.9597714,87,0.33883026242256165
1531137318.509658,94,0.26246532797813416
1531137429.153129,102,0.26699042320251465
1531137439.6018088,105,0.2850434184074402
1531137443.1636634,106,0.2726346552371979
1531137467.092065,113,0.24435487389564514
1531137512.434667,126,0.2203814536333084
1531137557.918224,139,0.2522990107536316
1531137596.4859786,150,0.21997220814228058
1531137613.8214865,155,0.21438145637512207
1531137624.4830878,158,0.21393360197544098
1531137655.8851154,167,0.25380203127861023
1531137659.5009806,168,0.21796374022960663
1531137694.3019311,178,0.22906732559204102
1531137711.8273659,183,0.202640101313591
1531137719.1010547,185,0.22657322883605957
1531137722.3260322,186,0.22047339379787445
1531137736.39555,190,0.2164837270975113
1531137764.3906734,198,0.2157018631696701
1531137859.3912573,206,0.2320038229227066
1531137862.8171566,207,0.1961577981710434
1531137880.4945564,212,0.18987645208835602
1531137919.224259,223,0.2211184948682785
1531137940.0096588,229,0.1884273737668991
1531137957.6630528,234,0.21677948534488678
1531137968.1987078,237,0.21770650148391724
1531138010.1223805,249,0.17851026356220245
1531138032.1144104,255,0.1988956183195114
1531138049.689831,260,0.19300051033496857
1531138074.1340683,267,0.19648520648479462
1531138087.5568054,271,0.19423285126686096
1531138094.5056002,273,0.24000927805900574
1531138161.2723987,292,0.188998743891716
1531138178.439933,297,0.19065074622631073
1531138182.083776,298,0.18511605262756348
1531138199.7741733,303,0.19281412661075592
1531138284.042367,308,0.2032763957977295
1531138291.209091,310,0.2060452699661255
1531138318.839331,318,0.18727701902389526
1531138322.396188,319,0.17525705695152283
1531138346.6944723,326,0.16808173060417175
1531138360.6880288,330,0.20942473411560059
1531138392.1480386,339,0.18677033483982086
1531138420.07817,347,0.17486099898815155
1531138475.6275308,363,0.20419953763484955
1531138489.4081736,367,0.174380362033844
1531138524.681954,377,0.18954747915267944
1531138531.631747,379,0.19628603756427765
1531138745.8315432,421,0.17905867099761963
1531138749.350426,422,0.17488211393356323
1531138756.4331794,424,0.2215767204761505
1531138776.9456632,430,0.1696344017982483
1531138808.7985344,439,0.19667458534240723
1531138815.7193506,441,0.1866675615310669
1531138819.275224,442,0.17211221158504486
1531138829.4209857,445,0.17686016857624054
1531138850.4513073,451,0.19939151406288147
1531138881.7583792,460,0.16839347779750824
1531138892.4409742,463,0.1859336644411087
1531138895.747939,464,0.17559939622879028
1531138930.4409213,474,0.18942493200302124
1531138990.6088145,491,0.17198486626148224
1531138997.4106417,493,0.17720051109790802
1531139047.0848682,507,0.15559178590774536
1531139131.500264,512,0.17367228865623474
1531139138.2681148,514,0.17988623678684235
1531139148.9727156,517,0.17759685218334198
1531139177.1137934,525,0.18856920301914215
1531139197.61327,531,0.18953271210193634
1531139204.4811037,533,0.18124762177467346
1531139215.1187246,536,0.17323674261569977
1531139236.1400363,542,0.21103738248348236
1531139254.0273566,547,0.17721162736415863
1531139288.8672931,557,0.16618236899375916
1531139310.4824295,563,0.16447798907756805
1531139331.4567842,569,0.1851503998041153
1531139345.7852333,573,0.17108021676540375
1531139367.3004017,579,0.15871508419513702
1531139374.0942485,581,0.15646854043006897
1531139377.6801054,582,0.20434746146202087
1531139384.2630012,584,0.16840334236621857
1531139391.329757,586,0.19020435214042664
1531139394.9566207,587,0.16431111097335815
1531139412.7119825,592,0.17450198531150818
1531139416.2328625,593,0.1906215250492096
1531139447.9217868,602,0.1721520572900772
1531139468.7811632,608,0.17388655245304108
1531139475.8239403,610,0.16472993791103363
1531139566.6369245,615,0.18809084594249725
1531139584.5702293,620,0.18886695802211761
1531139591.485034,622,0.17510978877544403
1531139633.702628,634,0.18693403899669647
1531139657.8289673,641,0.15909551084041595
1531139661.4728088,642,0.17414510250091553
1531139668.6885188,644,0.19307078421115875
1531139675.9122252,646,0.1779375970363617
1531139679.3531322,647,0.17039833962917328
1531139686.3799014,649,0.1993529200553894
1531139728.150637,661,0.16929736733436584
1531139738.9891953,664,0.17273887991905212
1531139752.8827837,668,0.17146585881710052
1531139763.5144076,671,0.15252722799777985
1531139774.132036,674,0.150320902466774
1531139788.2505524,678,0.16779503226280212
1531139791.8704033,679,0.1642719805240631
1531139805.844966,683,0.1491907238960266
1531139823.5503435,688,0.15820610523223877
1531139862.0961041,699,0.15049247443675995
1531139875.7757587,703,0.1723889857530594
1531139886.3564,706,0.1839776486158371
1531139980.7897449,714,0.1472456306219101
1531139994.9272704,718,0.15294679999351501
1531140005.387947,721,0.16991911828517914
1531140008.8748398,722,0.1627567857503891
1531140012.3577209,723,0.14995160698890686
1531140036.8519428,730,0.16111215949058533
1531140058.3281362,736,0.17904111742973328
1531140065.442864,738,0.16038954257965088
1531140068.8717883,739,0.16752175986766815
1531140083.1252491,743,0.16725611686706543
1531140096.7629318,747,0.15652526915073395
1531140110.8954458,751,0.1577545553445816
1531140114.4763129,752,0.15519572794437408
1531140128.451856,756,0.15573750436306
1531140160.1418064,765,0.16571421921253204
1531140174.2853022,769,0.15505212545394897
1531140177.7302082,770,0.15938960015773773
1531140181.3390622,771,0.20460593700408936
1531140187.7990108,773,0.16576780378818512
1531140191.2219424,774,0.17451004683971405
1531140212.324223,780,0.16650624573230743
1531140226.5867083,784,0.1512148380279541
1531140229.946627,785,0.1816718727350235
1531140236.7284734,787,0.17864492535591125
1531140243.7672386,789,0.15511740744113922
1531140254.4368505,792,0.15166418254375458
1531140257.9257562,793,0.1533631980419159
1531140261.541608,794,0.18205536901950836
1531140264.9665196,795,0.1570730060338974
1531140275.570157,798,0.1682252287864685
1531140289.7026656,802,0.17111416161060333
1531140306.9041905,807,0.16752581298351288
1531140310.3151212,808,0.14937637746334076
1531140313.7470317,809,0.15848274528980255
1531140334.5933976,815,0.17506155371665955
1531140460.9380095,832,0.14998094737529755
1531140474.8276124,836,0.16439028084278107
1531140481.8343885,838,0.12689392268657684
1531140499.533754,843,0.13104909658432007
1531140584.416814,867,0.16274802386760712
1531140591.452566,869,0.17136326432228088
1531140608.8780327,874,0.1512703001499176
1531140615.6488824,876,0.15534824132919312
1531140629.3085594,880,0.1942313313484192
1531140636.2383447,882,0.16727988421916962
1531140663.9135714,890,0.16825787723064423
1531140684.8029377,896,0.1363428831100464
1531140698.773487,900,0.14523951709270477
