Wall time,Step,Value
1531140723.340699,907,0.18335255980491638
1531140730.20352,909,0.1550397276878357
1531140751.3218012,915,0.17823240160942078
1531140758.3425846,917,0.2104942947626114
1531140835.5967622,920,0.15954813361167908
1531140845.8535056,923,0.1598891168832779
1531140874.2484887,931,0.14192232489585876
1531140877.7433789,932,0.14663733541965485
1531140888.3010266,935,0.15455017983913422
1531140912.618319,942,0.1662619560956955
1531140923.0899932,945,0.15839692950248718
1531140954.9308689,954,0.14227238297462463
1531140969.1343586,958,0.12707187235355377
1531140979.6090329,961,0.13321053981781006
1531140983.1619043,962,0.1578787863254547
1531141014.9198198,971,0.17020279169082642
1531141018.4886866,972,0.14009229838848114
1531141032.1763537,976,0.15383505821228027
1531141038.9052033,978,0.15741679072380066
1531141042.5310667,979,0.1583240032196045
1531141056.7825265,983,0.1491357386112213
1531141060.3114202,984,0.1582718938589096
1531141070.953027,987,0.13187195360660553
1531141074.3739405,988,0.13793452084064484
1531141102.1441355,996,0.15424109995365143
1531141116.199672,1000,0.1399378925561905
1531141123.1234734,1002,0.1685696244239807
1531141130.2941837,1004,0.16955576837062836
1531141133.653131,1005,0.1697167456150055
1531141165.2910707,1014,0.1497969925403595
1531141175.5298195,1017,0.12981240451335907
1531141268.9918985,1025,0.1448652595281601
1531141276.0276773,1027,0.15522977709770203
1531141293.380154,1032,0.15060287714004517
1531141310.4227552,1037,0.16517877578735352
1531141334.9409568,1044,0.1552039086818695
1531141381.0683095,1057,0.15967755019664764
1531141402.1936162,1063,0.15481464564800262
1531141412.7412522,1066,0.1374206691980362
1531141419.7840157,1068,0.1683247983455658
1531141434.4363759,1072,0.14786756038665771
1531141448.6128616,1076,0.14001332223415375
1531141455.6796317,1078,0.1383679211139679
1531141472.9051611,1083,0.1509433388710022
1531141476.4920225,1084,0.15604977309703827
1531141480.1888492,1085,0.1647060513496399
1531141508.096987,1093,0.1432936042547226
1531141528.7844036,1099,0.15361453592777252
1531141542.7109814,1103,0.19448305666446686
1531141546.0799115,1104,0.14112059772014618
1531141581.3677065,1114,0.14487628638744354
1531141599.158057,1119,0.12424987554550171
1531141725.198517,1133,0.1503811925649643
1531141732.3112586,1135,0.15110468864440918
1531141802.868868,1155,0.15075640380382538
1531141806.5716908,1156,0.1503869593143463
1531141820.9611225,1160,0.16500304639339447
1531141824.3780367,1161,0.1514335423707962
1531141827.9758947,1162,0.1431872695684433
1531141891.7346346,1180,0.14097106456756592
1531141909.3640532,1185,0.15163719654083252
1531141933.713305,1192,0.17286673188209534
1531141936.94828,1193,0.13946940004825592
1531141957.7376893,1199,0.18111275136470795
1531141964.7704573,1201,0.1446555256843567
1531141981.8520324,1206,0.15443067252635956
1531141988.8927977,1208,0.1503160148859024
1531142139.4660394,1232,0.12829531729221344
1531142146.620767,1234,0.14438048005104065
1531142153.4265916,1236,0.16071777045726776
1531142182.1504848,1244,0.13868585228919983
1531142192.8330932,1247,0.14529776573181152
1531142221.523983,1255,0.16620707511901855
1531142232.2395654,1258,0.1312490552663803
1531142243.0211563,1261,0.13150539994239807
1531142288.525692,1274,0.13023605942726135
1531142313.2398443,1281,0.14543460309505463
1531142334.5990818,1287,0.1439530849456787
1531142355.4564404,1293,0.13827571272850037
1531142359.0363169,1294,0.12900730967521667
1531142380.1696057,1300,0.1457246094942093
1531142415.1264908,1310,0.1492568999528885
1531142432.2330592,1315,0.1561654657125473
1531142435.678978,1316,0.15646421909332275
1531142446.291595,1319,0.1315525323152542
1531142467.2569375,1325,0.16785301268100739
1531142540.767147,1327,0.17390353977680206
1531142551.4467695,1330,0.14438322186470032
1531142562.2083528,1333,0.14625045657157898
1531142572.507068,1336,0.1352989375591278
1531142576.1429265,1337,0.14293429255485535
1531142639.1599035,1355,0.125701904296875
1531142691.4692929,1370,0.1291145533323288
1531142744.4764738,1385,0.14156237244606018
1531142755.198056,1388,0.15932795405387878
1531142758.6129718,1389,0.13138967752456665
1531142765.8736665,1391,0.13610020279884338
1531142769.2296004,1392,0.14672276377677917
1531142842.736259,1413,0.1579265594482422
1531142846.1661828,1414,0.1294257491827011
1531142863.9225318,1419,0.13127419352531433
1531142874.2202616,1422,0.12327124178409576
1531142888.6786706,1426,0.14349567890167236
1531142961.987767,1428,0.1279514580965042
1531142976.1622622,1432,0.12976586818695068
1531142990.369752,1436,0.1403283178806305
1531143004.7281916,1440,0.12814581394195557
1531143092.5392942,1465,0.12781010568141937
1531143096.1921563,1466,0.13246454298496246
1531143134.6399386,1477,0.1320270150899887
1531143162.7260213,1485,0.1328643262386322
1531143166.1769242,1486,0.1246655136346817
1531143176.7155828,1489,0.12014497071504593
1531143183.70936,1491,0.1342630237340927
1531143187.2132468,1492,0.13198471069335938
1531143219.1920774,1501,0.11834204941987991
1531143243.5033703,1508,0.1293419897556305
1531143296.7194717,1523,0.12994129955768585
1531143300.3063343,1524,0.11810071021318436
1531143310.855984,1527,0.12379341572523117
1531143444.869904,1546,0.1350235939025879
1531143462.7682207,1551,0.12879706919193268
1531143466.3090992,1552,0.11582275480031967
1531143473.503797,1554,0.12581464648246765
1531143498.6198363,1561,0.13351590931415558
1531143523.2610104,1568,0.1438864767551422
1531143526.8178825,1569,0.12857702374458313
1531143557.909008,1578,0.15177956223487854
1531143571.490695,1582,0.14037738740444183
1531143578.7783682,1584,0.1302274614572525
1531143592.8309057,1588,0.1459689438343048
1531143624.7587807,1597,0.13134565949440002
1531143649.597894,1604,0.13532224297523499
1531143653.1797562,1605,0.12634623050689697
1531143670.3952887,1610,0.12809838354587555
1531143698.8382442,1618,0.1351640671491623
1531143730.4492192,1627,0.1154705286026001
1531143734.0270839,1628,0.12123642861843109
1531143815.047797,1632,0.14603570103645325
1531143832.8461306,1637,0.1448015570640564
1531143843.47077,1640,0.11328650265932083
1531143850.533528,1642,0.1257525086402893
1531143861.3480802,1645,0.14897753298282623
1531143871.797762,1648,0.11680980026721954
1531143886.2361917,1652,0.11978568136692047
1531143914.4532335,1660,0.12061919271945953
1531143942.5653071,1668,0.13231167197227478
1531143956.639834,1672,0.15799251198768616
1531143966.8595898,1675,0.13685281574726105
1531143970.5114305,1676,0.11742516607046127
1531143991.4087806,1682,0.11187586188316345
1531143994.9246786,1683,0.12209099531173706
1531144023.2476702,1691,0.12614145874977112
1531144037.286213,1695,0.12827901542186737
1531144040.7731051,1696,0.1244170218706131
1531144044.0540779,1697,0.11328505724668503
1531144051.2138042,1699,0.1258157640695572
1531144061.7524436,1702,0.12864239513874054
1531144086.219687,1709,0.11256062239408493
1531144089.79955,1710,0.134963721036911
1531144118.5154328,1718,0.12541575729846954
1531144121.8983588,1719,0.11694856733083725
1531144153.5702875,1728,0.1426239013671875
1531144167.7068157,1732,0.12195566296577454
1531144242.0452156,1734,0.11619849503040314
1531144252.6548452,1737,0.11459775269031525
1531144270.1422975,1742,0.10655928403139114
1531144273.6591754,1743,0.12001721560955048
1531144280.6929421,1745,0.1154099777340889
1531144284.0028913,1746,0.1275445818901062
1531144287.60375,1747,0.11439578980207443
1531144305.583027,1752,0.12533104419708252
1531144354.7424297,1766,0.12958630919456482
1531144385.969514,1775,0.12162694334983826
1531144406.854869,1781,0.13990187644958496
1531144431.545042,1788,0.1354425996541977
1531144435.2108648,1789,0.13989871740341187
1531144467.8545105,1798,0.12925904989242554
1531144492.5696507,1805,0.127422034740448
1531144535.5440044,1817,0.12817955017089844
1531144560.1662045,1824,0.11329677700996399
1531144567.3639207,1826,0.11591732501983643
1531144581.7073576,1830,0.10577163100242615
1531144683.6450074,1840,0.11784907430410385
1531144687.1598926,1841,0.11311153322458267
1531144697.712527,1844,0.11722242832183838
1531144714.9740455,1849,0.11013425886631012
1531144728.9885955,1853,0.1017007827758789
1531144774.9030306,1866,0.14853328466415405
1531144785.3906858,1869,0.12131299823522568
1531144806.354029,1875,0.11056768149137497
1531144809.8899057,1876,0.12627680599689484
1531144813.2998233,1877,0.11488363146781921
1531144869.5729542,1893,0.11904233694076538
1531144933.4676788,1911,0.10996713489294052
1531144954.258063,1917,0.11058739572763443
1531144978.9922092,1924,0.13985928893089294
1531145000.7093132,1930,0.1315968930721283
1531145014.8338408,1934,0.1313115805387497
1531145021.8925993,1936,0.12812215089797974
1531145096.017721,1938,0.110224150121212
1531145117.0840447,1944,0.11098221689462662
1531145127.3087978,1947,0.10489831864833832
1531145134.495516,1949,0.11803089082241058
1531145145.0181756,1952,0.11723966151475906
1531145155.6378024,1955,0.10959461331367493
1531145166.0165071,1958,0.11554566025733948
1531145197.7764225,1967,0.12346084415912628
1531145204.8751676,1969,0.11038446426391602
1531145247.6805625,1981,0.1266215294599533
1531145251.2174387,1982,0.11467432230710983
1531145254.8762915,1983,0.10687442868947983
1531145304.6075,1997,0.12806405127048492
1531145318.5580692,2001,0.11582133173942566
1531145332.6735728,2005,0.12396040558815002
1531145346.353242,2009,0.12965770065784454
1531145349.9111123,2010,0.11583693325519562
1531145360.764667,2013,0.115650475025177
1531145368.0373447,2015,0.13352295756340027
1531145375.162096,2017,0.11298254877328873
1531145403.6350543,2025,0.12954826653003693
1531145410.6498263,2027,0.11277252435684204
1531145421.3494298,2030,0.10572114586830139
1531145431.6511588,2033,0.11055939644575119
1531145442.2417953,2036,0.12825341522693634
1531145449.2625654,2038,0.1127975806593895
1531145527.6155884,2041,0.10537205636501312
1531145537.7213793,2044,0.1158805787563324
1531145593.3976998,2060,0.11555653810501099
1531145617.9259243,2067,0.10457190126180649
1531145636.0771646,2072,0.11943482607603073
1531145639.5720377,2073,0.11575185507535934
1531145643.0849364,2074,0.12409115582704544
1531145650.2286534,2076,0.10727611929178238
1531145653.643584,2077,0.1231229305267334
1531145660.8592777,2079,0.140856072306633
1531145667.8020732,2081,0.10639503598213196
1531145681.6626856,2085,0.10965974628925323
1531145695.799196,2089,0.10158924013376236
1531145713.4395945,2094,0.11107932776212692
1531145720.2544308,2096,0.11970812827348709
1531145745.1095247,2103,0.10602812469005585
1531145755.882104,2106,0.10407788306474686
1531145773.898383,2111,0.11328236013650894
1531145787.8579507,2115,0.11362030357122421
1531145805.402393,2120,0.12032140791416168
1531145812.350173,2122,0.1184072345495224
1531145815.9150558,2123,0.12145143747329712
1531145851.5247335,2133,0.10325230658054352
1531145855.0486276,2134,0.11808962374925613
1531145869.0021996,2138,0.10847584158182144
1531145879.5118463,2141,0.09724029153585434
1531145968.4913378,2144,0.1163020133972168
1531145971.9312453,2145,0.10431334376335144
1531145982.4888785,2148,0.11078579723834991
1531145986.0567603,2149,0.10239902138710022
1531145993.0445266,2151,0.1130298525094986
1531146010.3190567,2156,0.12945149838924408
1531146013.9549,2157,0.11361824721097946
1531146039.0579305,2164,0.10612734407186508
1531146042.5888085,2165,0.10789477080106735
1531146056.749312,2169,0.11510500311851501
1531146063.9110236,2171,0.1264408975839615
1531146070.9188118,2173,0.12816500663757324
1531146084.8643844,2177,0.10147013515233994
1531146120.041214,2187,0.10638625919818878
1531146127.271917,2189,0.11863597482442856
1531146134.1997232,2191,0.12707167863845825
1531146137.727597,2192,0.09562602639198303
1531146151.573202,2196,0.11139839887619019
1531146162.2887847,2199,0.11324777454137802
1531146190.7557602,2207,0.11452231556177139
1531146204.7523139,2211,0.10745331645011902
1531146254.99836,2225,0.12159676849842072
1531146268.8719552,2229,0.10700365900993347
1531146275.9087193,2231,0.11505719274282455
1531146293.581107,2236,0.11536669731140137
1531146297.051006,2237,0.10916739702224731
1531146304.1937373,2239,0.11993828415870667
1531146311.2524958,2241,0.11866266280412674
1531146314.8463595,2242,0.11190199106931686
1531146389.049845,2244,0.10917706042528152
1531146396.2645538,2246,0.11073582619428635
1531146399.643481,2247,0.11545830965042114
1531146424.9774365,2254,0.10542885959148407
1531146435.43213,2257,0.10114648193120956
1531146452.7456334,2262,0.11837848275899887
1531146494.471384,2274,0.10821680724620819
1531146508.594899,2278,0.09856649488210678
1531146518.9196057,2281,0.11205007135868073
1531146554.675252,2291,0.11913950741291046
1531146576.2684095,2297,0.10483209043741226
1531146579.7493036,2298,0.10290871560573578
1531146586.8560505,2300,0.13129407167434692
1531146597.4886568,2303,0.10896974802017212
1531146608.120295,2306,0.11956913769245148
1531146611.6061938,2307,0.09588243067264557
1531146615.1280692,2308,0.10633163154125214
1531146650.4918263,2318,0.10323000699281693
1531146654.0596933,2319,0.12001999467611313
1531146657.574577,2320,0.10774268209934235
1531146664.477385,2322,0.10475878417491913
1531146706.359086,2334,0.11268530786037445
1531146709.9129574,2335,0.10606686770915985
1531146713.6237931,2336,0.11062440276145935
1531146717.1486607,2337,0.10686781257390976
1531146745.3826942,2345,0.10395106673240662
1531146843.5592823,2354,0.115199513733387
1531146903.867119,2371,0.10710059106349945
1531146952.6426437,2385,0.10287631303071976
1531146966.9390912,2389,0.11185432970523834
1531146970.4669707,2390,0.10646281391382217
1531146977.368779,2392,0.11208127439022064
1531147005.935708,2400,0.10239721089601517
1531147013.18242,2402,0.100913405418396
1531147027.596843,2406,0.11672275513410568
1531147062.7816572,2416,0.10254162549972534
1531147090.9887002,2424,0.11607435345649719
1531147094.4456024,2425,0.10633771121501923
1531147133.5885592,2436,0.09955285489559174
1531147161.9015677,2444,0.11480749398469925
1531147250.231214,2450,0.10220348089933395
1531147253.4921787,2451,0.10934970527887344
1531147260.4069693,2453,0.09477315843105316
1531147267.4727395,2455,0.1120021641254425
1531147285.3090615,2460,0.1156676635146141
1531147352.5197344,2479,0.1041901633143425
1531147373.635031,2485,0.10109875351190567
1531147377.2188764,2486,0.12868501245975494
1531147412.609652,2496,0.0956985279917717
1531147419.712383,2498,0.10912828147411346
1531147430.479978,2501,0.10433633625507355
1531147434.0558412,2502,0.09497946500778198
1531147437.7716625,2503,0.09536923468112946
1531147477.3780909,2514,0.11327259987592697
1531147487.9247227,2517,0.09109123051166534
1531147509.3769245,2523,0.122805655002594
1531147526.9313507,2528,0.09969720989465714
1531147533.98811,2530,0.09667781740427017
1531147540.917895,2532,0.11120828241109848
1531147548.1555967,2534,0.11496469378471375
1531147579.7965496,2543,0.10034294426441193
1531147593.8190968,2547,0.12275739759206772
1531147674.8911407,2551,0.1115393340587616
1531147682.1288605,2553,0.10950227081775665
1531147692.669495,2556,0.09415356069803238
1531147724.6023552,2565,0.08710813522338867
1531147728.1312344,2566,0.11117962747812271
1531147763.6709638,2576,0.1004200279712677
1531147770.9306443,2578,0.08787382394075394
1531147812.859344,2590,0.09524775296449661
1531147816.433195,2591,0.10288891196250916
1531147819.9750705,2592,0.10659034550189972
1531147823.3110108,2593,0.10733549296855927
1531147833.6947286,2596,0.12000040709972382
1531147847.6183057,2600,0.09753838181495667
1531147868.7135937,2606,0.11990510672330856
1531147872.2404869,2607,0.1320786476135254
1531147882.747155,2610,0.12120099365711212
1531147911.6139853,2618,0.09243612736463547
1531147929.2343764,2623,0.1020619198679924
1531147939.854004,2626,0.11491921544075012
1531147950.4646347,2629,0.09830399602651596
1531147953.958538,2630,0.09386669099330902
1531147975.0278344,2636,0.1262204945087433
1531147981.9326427,2638,0.11826842278242111
1531148003.045951,2644,0.09804046154022217
1531148013.7705321,2647,0.11220502108335495
1531148024.4811451,2650,0.11126741021871567
1531148109.3101394,2655,0.11295998841524124
1531148176.7067227,2674,0.1018790453672409
1531148190.761273,2678,0.10578183084726334
1531148197.7520545,2680,0.1044715866446495
1531148215.398451,2685,0.11823668330907822
1531148233.4017346,2690,0.10491270571947098
1531148280.185877,2703,0.11124149709939957
1531148294.5233257,2707,0.10554268211126328
1531148304.752078,2710,0.09360087662935257
1531148357.4853327,2725,0.0986676886677742
1531148396.426953,2736,0.10706166177988052
1531148399.920858,2737,0.10479903966188431
1531148410.701433,2740,0.09888461977243423
1531148431.9746788,2746,0.10215862095355988
1531148456.4569037,2753,0.11032304167747498
1531148527.341369,2754,0.11579927802085876
1531148530.9622061,2755,0.0993569865822792
1531148534.481089,2756,0.09575802832841873
1531148537.9989717,2757,0.08434956520795822
1531148541.3459227,2758,0.10154139995574951
1531148569.876862,2766,0.08808411657810211
1531148651.1750333,2789,0.09038840234279633
1531148654.771891,2790,0.0976506844162941
1531148658.3107677,2791,0.10691235959529877
1531148683.1528933,2798,0.0861886516213417
1531148722.2244883,2809,0.0959203764796257
1531148729.2052696,2811,0.09771166741847992
1531148771.304887,2823,0.10505782067775726
1531148774.8437636,2824,0.09504373371601105
1531148785.3924139,2827,0.09547364711761475
1531148792.3192143,2829,0.09557700157165527
1531148795.5522022,2830,0.09649806469678879
1531148802.7639115,2832,0.09841853380203247
1531148870.0915184,2851,0.09402839094400406
1531148954.9335897,2856,0.10645931959152222
1531148965.4912226,2859,0.09907105565071106
1531148976.0028849,2862,0.09902467578649521
1531149008.0217173,2871,0.09873754531145096
1531149011.773526,2872,0.1018126830458641
1531149032.821857,2878,0.08675312250852585
1531149039.7766469,2880,0.0969056785106659
1531149043.2245393,2881,0.12091811001300812
1531149064.5357847,2887,0.1064172014594078
1531149075.2523873,2890,0.09772621840238571
1531149096.6455758,2896,0.09213989973068237
1531149103.8322935,2898,0.10311815142631531
1531149110.8560634,2900,0.10299316048622131
1531149121.453698,2903,0.08779682964086533
1531149171.0369534,2917,0.10168205201625824
1531149178.028747,2919,0.1011536717414856
1531149181.755568,2920,0.09701719880104065
1531149185.2754462,2921,0.11343204230070114
1531149224.0761259,2932,0.09037987887859344
1531149259.5658417,2942,0.09928083419799805
1531149287.6479244,2950,0.0975121483206749
1531149414.3673208,2967,0.09683503210544586
1531149439.6043038,2974,0.10609285533428192
1531149443.0022237,2975,0.0925484299659729
1531149453.673836,2978,0.0902332291007042
1531149488.4997778,2988,0.10969197005033493
1531149509.9289725,2994,0.09819865971803665
1531149524.5513296,2998,0.1079980805516243
1531149542.0747654,3003,0.10088525712490082
1531149549.1515188,3005,0.1061352789402008
1531149556.172289,3007,0.09351056069135666
1531149563.3509958,3009,0.10021184384822845
1531149570.333778,3011,0.10266731679439545
1531149584.7482135,3015,0.09044706076383591
1531149588.2501023,3016,0.09579365700483322
1531149598.883712,3019,0.09920181334018707
1531149620.3518953,3025,0.09353233873844147
1531149627.2167292,3027,0.09254716336727142
1531149637.7153811,3030,0.1123133972287178
1531149665.6035397,3038,0.1148255318403244
1531149672.8112502,3040,0.08448995649814606
1531149676.414093,3041,0.10185087472200394
1531149679.9249935,3042,0.08923707902431488
1531149707.6231828,3050,0.08061084151268005
1531149828.3821437,3065,0.09100262820720673
1531149835.3969011,3067,0.10118725895881653
1531149842.4316673,3069,0.1025138571858406
1531149849.63438,3071,0.09671842306852341
1531149856.9390738,3073,0.1051020473241806
1531149888.7989438,3082,0.09064052253961563
1531149902.5785818,3086,0.08318410068750381
1531149949.2177718,3099,0.09095030277967453
1531149963.0423858,3103,0.09318902343511581
1531150030.3410132,3122,0.08884534239768982
1531150083.5801113,3137,0.12378698587417603
1531150087.1639557,3138,0.09094662964344025
1531150108.133309,3144,0.09755190461874008
1531150111.7021627,3145,0.09923476725816727
1531150118.820902,3147,0.09718918055295944
1531150129.2496042,3150,0.09289892762899399
1531150146.6720726,3155,0.10243501514196396
1531150160.9695325,3159,0.0907948836684227
1531150168.3191843,3161,0.08611886948347092
1531150303.3112938,3177,0.09087568521499634
1531150328.8751812,3184,0.09343729168176651
1531150343.1066573,3188,0.09108986705541611
1531150367.8877754,3195,0.0981723889708519
1531150371.3436778,3196,0.09716252982616425
1531150396.0388477,3203,0.08169211447238922
1531150406.3225837,3206,0.08275388181209564
1531150492.4062355,3230,0.08926697075366974
1531150503.021878,3233,0.0931018590927124
1531150527.7250192,3240,0.08760419487953186
1531150538.2486918,3243,0.10450374335050583
1531150541.7065935,3244,0.09728147089481354
1531150548.7903445,3246,0.09719645231962204
1531150552.4861577,3247,0.10046243667602539
1531150577.2093196,3254,0.1009143590927124
1531150584.3730447,3256,0.08411050587892532
1531150689.9812233,3267,0.09810075908899307
1531150707.8155758,3272,0.10099150240421295
1531150739.644466,3281,0.09533753991127014
1531150746.9191432,3283,0.07884976267814636
1531150753.9819005,3285,0.09433043003082275
1531150767.9694588,3289,0.08920583128929138
1531150778.6870553,3292,0.08542471379041672
1531150825.1473155,3305,0.09205463528633118
1531150832.1560771,3307,0.08848071098327637
1531150853.318357,3313,0.10170940309762955
1531150881.8373141,3321,0.09675436466932297
1531150903.0285716,3327,0.10231795907020569
1531150906.4405012,3328,0.09256469458341599
1531150910.1683047,3329,0.08865005522966385
1531150924.319811,3333,0.09218312799930573
1531150941.972206,3338,0.09668052196502686
1531150966.9083023,3345,0.09181520342826843
1531150995.1633153,3353,0.10281456261873245
1531151009.3738031,3357,0.09888757765293121
1531151023.2633922,3361,0.09606894850730896
1531151030.466105,3363,0.08996559679508209
1531151125.7166262,3369,0.07584580034017563
1531151136.730115,3372,0.09569774568080902
1531151143.930828,3374,0.09666147828102112
1531151151.0185778,3376,0.08909063786268234
1531151158.1623225,3378,0.09070884436368942
1531151168.9488842,3381,0.09136880934238434
1531151186.6622593,3386,0.08842546492815018
1531151229.8385491,3398,0.08843422681093216
1531151247.7748537,3403,0.09783293306827545
1531151265.354286,3408,0.08142366260290146
